Name,Price,Appearances,Minutes,%%xGI,%%GI,xGI,Goal Involvement,Shots,On Target,Shots in Box,Shots Outside Box,Big Chances,Headed Shots,NPxG,Expected Goals,Goals,Goals In Box,Goals from Outside Box,Headed Goals,Final 3rd Passes,Final 3rd Successesful Passes,%% Final 3rd Successful,Total Crosses,Successful Crosses,%% Successful Crosses,Total Corners,Total Indirect FK,Key Passes,Big Chances Created,Expected Assists,Assists,Saves,Yellow Card,Red Card,Cleansheet,Threat,Creativity,Influence,xAtt,Expected Points,bBPS,BPS,Bonus Points,Points,Goals Conceded,Total Tackles,Tackles Won,%% Accurate Tackles,Recovery,Clearances,Blocks,Interceptions,CBI,Shots Conceded,Shots Conceded In Box,Shots Conceded OT,SP,Headed Shots Conceded,BC Conceded,xGC,Total Passes,Successful Passes,%% Successful Passes,Opposition Half Passes,Successful Opposition Half Passes,%% Successful Opposition Half Passes,Remove1,Remove2,Remove3,Total Throughballs,Accurate Throughballs,Remove4,Remove5,Remove6,Remove7,Total Touches,Touches in Box,Entries into Final 3rd,Entries into Box,Fouled in Final 3rd,Fouled in Box,Corners into Box,Accurate Indirect FK,Total Direct FK,Goals Direct FK,Total Penalties,Penalty Goals,3GW
Mané (M) LIV,11.90,10.00,82.50,0.35,0.33,0.80,8.00,3.20,1.50,2.40,0.80,0.90,0.60,0.54,0.54,0.40,0.40,0.00,0.10,15.60,11.40,73.00,1.10,0.20,18.00,0.00,0.00,1.60,0.20,0.24,0.40,0.00,0.20,0.00,0.30,48.00,20.84,24.34,3.40,5.90,5.00,15.80,0.40,5.60,1.00,1.40,0.70,50.00,3.30,0.30,0.00,0.40,0.70,8.10,5.30,3.10,0.30,1.20,1.80,1.25,29.50,23.00,78.00,24.70,18.60,75.00,15.60,11.40,73.00,0.00,0.00,9.00,1.00,2.00,2.50,51.40,7.60,1.40,3.20,1.50,0.10,0.00,0.00,0.00,0.00,0.00,0.00,4.33
Mané (M) LIV,11.90,16.00,84.25,0.26,0.26,0.50,9.00,2.31,1.12,1.75,0.56,0.50,0.31,0.35,0.35,0.44,0.44,0.00,0.00,15.38,10.00,65.00,1.00,0.06,6.00,0.00,0.00,1.25,0.19,0.18,0.12,0.00,0.06,0.00,0.56,33.06,18.23,24.36,2.30,5.00,8.62,17.62,0.81,5.81,0.38,1.31,1.06,81.00,4.56,0.31,0.06,0.62,1.00,7.88,4.75,2.62,0.25,0.94,1.12,0.87,33.12,25.69,78.00,26.38,18.94,72.00,15.38,10.00,65.00,0.31,0.12,15.00,1.00,4.00,1.81,50.19,5.50,2.38,2.56,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00
Mané (M) LIV,11.90,17.00,84.59,0.26,0.23,0.60,9.00,2.35,1.06,1.82,0.53,0.47,0.29,0.34,0.34,0.41,0.41,0.00,0.00,15.59,10.24,66.00,0.94,0.06,6.00,0.00,0.00,1.29,0.24,0.21,0.12,0.00,0.06,0.00,0.59,35.35,18.74,23.46,2.30,5.10,9.12,17.59,0.76,5.65,0.35,1.35,1.12,83.00,4.47,0.35,0.06,0.59,1.00,7.76,4.71,2.59,0.29,1.06,1.12,0.86,33.12,25.76,78.00,26.59,19.24,72.00,15.59,10.24,66.00,0.29,0.12,16.00,1.00,4.00,1.71,50.12,5.82,2.41,2.47,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00
Mané (M) LIV,11.90,18.00,83.33,0.25,0.23,0.60,10.00,2.33,1.11,1.83,0.50,0.50,0.28,0.35,0.35,0.44,0.44,0.00,0.00,15.28,10.06,66.00,0.89,0.06,7.00,0.00,0.00,1.22,0.22,0.20,0.11,0.00,0.06,0.00,0.56,35.61,17.89,24.23,2.40,5.10,8.94,17.94,0.72,5.72,0.39,1.28,1.06,83.00,4.61,0.33,0.06,0.56,0.94,7.78,4.72,2.56,0.28,1.06,1.11,0.86,32.67,25.44,78.00,26.11,18.89,72.00,15.28,10.06,66.00,0.28,0.11,17.00,1.00,5.00,1.89,49.89,5.78,2.39,2.39,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00
Mané (M) LIV,11.90,5.00,88.00,0.44,0.46,1.20,6.00,4.00,1.80,2.80,1.20,1.60,0.60,0.80,0.80,0.80,0.80,0.00,0.20,19.00,14.80,78.00,1.40,0.40,29.00,0.00,0.00,2.00,0.40,0.35,0.40,0.00,0.40,0.00,0.20,60.00,27.46,41.24,5.10,7.60,6.80,24.80,0.80,7.80,1.40,1.80,1.00,56.00,4.80,0.40,0.00,0.60,1.00,7.80,5.00,3.20,0.00,1.20,1.80,1.25,34.40,27.60,80.00,29.00,22.80,79.00,19.00,14.80,78.00,0.00,0.00,5.00,0.00,1.00,2.40,60.20,8.80,1.60,2.60,1.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33
Mané (M) LIV,11.90,7.00,88.57,0.39,0.44,0.90,7.00,3.00,1.43,2.14,0.86,1.14,0.43,0.60,0.60,0.57,0.57,0.00,0.14,18.29,14.00,77.00,1.14,0.29,25.00,0.00,0.00,2.00,0.29,0.28,0.43,0.00,0.29,0.00,0.14,48.43,25.63,32.63,3.90,6.40,6.71,20.86,0.57,6.57,1.29,1.71,0.86,50.00,4.14,0.29,0.00,0.57,0.86,7.14,4.71,3.00,0.14,1.14,1.71,1.19,33.71,26.86,80.00,27.86,21.86,78.00,18.29,14.00,77.00,0.00,0.00,7.00,0.00,1.00,3.00,58.71,8.14,1.43,3.14,1.86,0.14,0.00,0.00,0.00,0.00,0.00,0.00,3.33
Mané (M) LIV,11.90,9.00,81.67,0.36,0.35,0.80,7.00,3.00,1.56,2.22,0.78,1.00,0.44,0.58,0.58,0.44,0.44,0.00,0.11,15.56,11.56,74.00,0.89,0.22,25.00,0.00,0.00,1.67,0.22,0.25,0.33,0.00,0.22,0.00,0.22,47.89,21.41,26.58,3.60,6.10,5.00,16.00,0.44,5.56,1.11,1.44,0.67,47.00,3.56,0.33,0.00,0.44,0.78,8.00,5.22,3.11,0.33,1.11,2.00,1.33,28.89,22.44,78.00,24.00,18.33,76.00,15.56,11.56,74.00,0.00,0.00,8.00,1.00,2.00,2.56,50.44,7.33,1.33,2.67,1.56,0.11,0.00,0.00,0.00,0.00,0.00,0.00,3.33
Mané (M) LIV,11.90,6.00,88.33,0.41,0.40,1.00,6.00,3.50,1.67,2.50,1.00,1.33,0.50,0.70,0.70,0.67,0.67,0.00,0.17,19.00,15.00,79.00,1.33,0.33,25.00,0.00,0.00,2.00,0.33,0.31,0.33,0.00,0.33,0.00,0.17,54.50,27.85,36.97,4.40,7.00,7.33,22.33,0.67,6.83,1.33,1.83,1.00,55.00,4.67,0.33,0.00,0.67,1.00,7.17,4.83,3.17,0.17,1.17,1.50,1.13,35.00,28.50,81.00,29.17,23.33,80.00,19.00,15.00,79.00,0.00,0.00,6.00,0.00,1.00,3.00,61.33,8.33,1.33,2.67,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00
Mané (M) LIV,11.90,8.00,88.62,0.36,0.37,0.90,7.00,3.38,1.75,2.50,0.88,1.12,0.50,0.65,0.65,0.50,0.50,0.00,0.12,17.38,13.00,75.00,1.00,0.25,25.00,0.00,0.00,1.88,0.25,0.28,0.38,0.00,0.25,0.00,0.25,53.88,24.06,29.90,4.10,6.70,5.62,18.00,0.50,6.12,1.12,1.62,0.75,46.00,3.88,0.38,0.00,0.50,0.88,7.62,5.00,3.12,0.38,1.12,1.88,1.25,31.75,25.00,79.00,26.38,20.38,77.00,17.38,13.00,75.00,0.00,0.00,8.00,0.00,2.00,2.88,55.75,8.25,1.38,3.00,1.75,0.12,0.00,0.00,0.00,0.00,0.00,0.00,3.00
Mané (M) LIV,11.90,19.00,83.47,0.37,0.41,0.80,19.00,2.47,1.26,2.11,0.37,1.05,0.79,0.53,0.53,0.58,0.53,0.05,0.11,17.11,13.11,77.00,1.21,0.16,13.00,0.00,0.00,1.89,0.37,0.28,0.42,0.00,0.05,0.00,0.37,38.84,25.26,33.21,3.50,6.20,7.16,21.37,0.95,7.37,0.63,1.42,0.89,63.00,4.21,0.32,0.00,0.53,0.84,9.53,5.68,2.68,0.42,1.32,1.53,0.98,30.79,24.95,81.00,26.11,19.95,76.00,17.11,13.11,77.00,0.26,0.16,18.00,1.00,5.00,1.84,49.58,6.21,2.37,3.74,0.37,0.11,0.00,0.00,0.00,0.00,0.00,0.00,2.33
Mané (M) LIV,11.90,15.00,82.80,0.32,0.31,0.70,11.00,2.93,1.33,2.40,0.53,0.73,0.67,0.47,0.47,0.40,0.40,0.00,0.07,15.60,11.07,71.00,1.73,0.20,12.00,0.00,0.00,1.40,0.20,0.22,0.33,0.00,0.13,0.00,0.27,45.60,18.96,23.91,3.00,5.50,4.47,14.67,0.40,5.40,0.87,1.47,0.80,54.00,3.07,0.33,0.00,0.33,0.67,7.80,5.07,3.07,0.47,1.40,2.07,1.26,30.00,23.33,78.00,26.20,19.13,73.00,15.60,11.07,71.00,0.00,0.00,14.00,1.00,3.00,2.13,51.60,7.40,1.60,3.33,1.33,0.07,0.00,0.00,0.00,0.00,0.00,0.00,2.33
De Bruyne (M) MCI,12.00,15.00,81.73,0.27,0.32,0.80,14.00,2.87,0.73,1.40,1.47,0.20,0.07,0.21,0.21,0.27,0.13,0.13,0.00,28.33,21.87,77.00,10.73,3.07,29.00,6.80,0.67,4.00,1.00,0.57,0.67,0.00,0.07,0.00,0.40,28.87,60.68,34.77,2.80,5.50,16.67,27.47,0.87,6.47,0.87,1.13,0.60,53.00,4.13,0.87,0.07,0.47,1.40,7.53,5.47,3.87,0.60,1.33,1.53,1.18,53.60,44.33,83.00,53.00,36.73,69.00,28.33,21.87,77.00,0.60,0.20,14.00,1.00,6.00,1.47,79.07,5.00,6.53,12.80,0.20,0.00,4.47,0.07,0.20,0.00,0.00,0.00,9.33
De Bruyne (M) MCI,12.00,7.00,80.29,0.50,0.44,0.90,4.00,3.57,0.86,1.57,2.00,0.43,0.00,0.20,0.39,0.14,0.14,0.00,0.00,26.86,18.71,70.00,7.00,1.71,24.00,3.57,1.14,3.29,0.71,0.46,0.43,0.00,0.00,0.00,0.14,38.00,48.16,26.23,3.40,6.10,10.43,16.86,0.43,4.14,1.43,1.57,0.71,45.00,5.43,0.43,0.14,0.00,0.57,7.43,4.43,3.29,0.29,1.00,2.00,1.37,49.14,38.57,78.00,45.57,30.71,67.00,26.86,18.71,70.00,0.71,0.14,6.00,1.00,0.00,1.29,71.57,4.43,7.00,10.29,0.57,0.14,2.71,0.43,0.71,0.00,0.29,0.14,9.00
De Bruyne (M) MCI,12.00,6.00,78.67,0.47,0.44,0.80,4.00,3.17,1.00,1.17,2.00,0.50,0.00,0.20,0.43,0.17,0.17,0.00,0.00,26.00,18.17,70.00,6.00,1.33,22.00,3.33,0.83,3.33,0.50,0.36,0.50,0.00,0.00,0.00,0.17,29.17,47.55,28.13,3.20,6.00,9.33,16.83,0.50,4.50,1.33,1.67,0.67,40.00,5.50,0.50,0.00,0.00,0.50,8.00,5.00,3.50,0.33,1.17,2.00,1.45,49.33,39.00,79.00,44.50,30.50,69.00,26.00,18.17,70.00,0.83,0.17,5.00,1.00,0.00,1.33,70.50,3.67,7.17,9.50,0.50,0.17,2.33,0.17,0.83,0.00,0.33,0.17,8.67
De Bruyne (M) MCI,12.00,18.00,81.78,0.29,0.37,0.80,19.00,2.94,0.94,1.44,1.50,0.17,0.06,0.23,0.23,0.33,0.17,0.17,0.00,26.17,20.00,76.00,9.44,2.67,28.00,5.94,0.67,3.89,1.00,0.57,0.72,0.00,0.11,0.00,0.39,30.39,57.92,37.78,2.90,5.60,16.39,28.89,0.89,6.94,0.83,1.44,0.78,54.00,4.11,0.83,0.11,0.39,1.33,8.00,5.39,3.83,0.56,1.22,1.61,1.20,50.61,41.44,82.00,48.94,34.00,69.00,26.17,20.00,76.00,0.72,0.28,17.00,1.00,8.00,1.56,75.28,4.94,6.17,11.50,0.28,0.00,3.94,0.06,0.17,0.00,0.00,0.00,8.33
De Bruyne (M) MCI,12.00,14.00,81.14,0.27,0.33,0.80,14.00,2.79,0.79,1.29,1.50,0.21,0.07,0.22,0.22,0.29,0.14,0.14,0.00,26.93,20.79,77.00,10.21,3.00,29.00,6.50,0.71,3.93,1.00,0.57,0.71,0.00,0.00,0.00,0.43,27.43,59.28,35.20,2.80,5.60,16.50,28.07,0.93,6.86,0.79,1.07,0.64,60.00,4.21,0.79,0.07,0.36,1.21,7.29,5.21,3.64,0.64,1.43,1.57,1.13,51.71,42.64,82.00,50.36,34.79,69.00,26.93,20.79,77.00,0.57,0.21,13.00,1.00,6.00,1.43,76.36,4.86,6.29,12.36,0.21,0.00,4.36,0.07,0.14,0.00,0.00,0.00,8.00
De Bruyne (M) MCI,12.00,13.00,81.23,0.27,0.36,0.80,14.00,2.77,0.69,1.38,1.38,0.23,0.08,0.21,0.21,0.31,0.15,0.15,0.00,26.69,20.38,76.00,10.38,3.08,30.00,6.69,0.77,4.00,1.00,0.57,0.77,0.00,0.00,0.00,0.38,28.23,60.23,36.71,2.80,5.60,16.77,29.23,1.00,7.15,0.85,1.15,0.69,60.00,4.46,0.77,0.08,0.38,1.23,7.54,5.38,3.77,0.69,1.46,1.62,1.17,51.00,41.77,82.00,50.00,34.15,68.00,26.69,20.38,76.00,0.62,0.23,12.00,1.00,5.00,1.54,76.15,5.15,6.38,12.62,0.23,0.00,4.46,0.08,0.15,0.00,0.00,0.00,7.67
De Bruyne (M) MCI,12.00,16.00,82.25,0.29,0.36,0.80,17.00,3.00,0.94,1.38,1.62,0.19,0.06,0.23,0.23,0.38,0.19,0.19,0.00,28.00,21.38,76.00,10.38,2.88,28.00,6.56,0.69,3.88,1.00,0.57,0.69,0.00,0.06,0.00,0.44,30.19,58.89,37.62,2.90,5.70,16.50,29.44,1.00,7.25,0.81,1.19,0.62,52.00,4.25,0.81,0.06,0.44,1.31,7.44,5.25,3.69,0.56,1.31,1.50,1.14,53.50,43.94,82.00,52.31,36.12,69.00,28.00,21.38,76.00,0.69,0.19,15.00,1.00,6.00,1.44,78.62,4.88,6.50,12.44,0.19,0.00,4.31,0.06,0.19,0.00,0.00,0.00,7.67
De Bruyne (M) MCI,12.00,22.00,82.05,0.28,0.36,0.80,23.00,2.95,0.86,1.23,1.73,0.14,0.05,0.21,0.21,0.32,0.18,0.14,0.00,27.00,20.27,75.00,9.18,2.55,28.00,5.68,0.59,3.73,0.95,0.55,0.73,0.00,0.09,0.00,0.41,28.91,56.05,37.58,2.70,5.50,16.00,28.27,0.86,6.91,0.82,1.41,0.73,52.00,4.18,0.86,0.14,0.41,1.41,7.77,5.55,3.41,0.50,1.41,1.59,1.14,54.64,44.77,82.00,50.59,35.27,70.00,27.00,20.27,75.00,0.77,0.36,21.00,1.00,9.00,1.45,79.14,4.55,6.73,11.45,0.23,0.00,3.86,0.05,0.23,0.00,0.00,0.00,7.67
De Bruyne (M) MCI,12.00,17.00,82.65,0.29,0.36,0.80,18.00,3.06,1.00,1.47,1.59,0.18,0.06,0.24,0.24,0.35,0.18,0.18,0.00,27.53,21.06,76.00,10.00,2.82,28.00,6.29,0.71,4.06,1.00,0.58,0.71,0.00,0.12,0.00,0.41,31.71,60.52,38.28,3.00,5.70,16.65,29.35,0.94,7.06,0.82,1.41,0.76,54.00,4.18,0.82,0.06,0.41,1.29,7.29,5.12,3.59,0.53,1.24,1.53,1.12,52.35,43.00,82.00,51.18,35.47,69.00,27.53,21.06,76.00,0.71,0.24,16.00,1.00,7.00,1.47,77.65,5.06,6.35,12.18,0.29,0.00,4.18,0.06,0.18,0.00,0.00,0.00,7.00
De Bruyne (M) MCI,12.00,8.00,81.50,0.49,0.43,0.80,6.00,3.50,0.88,1.50,2.00,0.38,0.00,0.19,0.37,0.12,0.12,0.00,0.00,28.00,19.88,71.00,6.25,1.50,24.00,3.50,1.00,3.25,0.75,0.47,0.62,0.00,0.00,0.00,0.25,36.00,46.75,29.15,3.20,6.10,11.12,19.00,0.50,4.88,1.25,1.62,0.75,46.00,5.38,0.62,0.12,0.00,0.75,7.62,4.38,3.00,0.38,1.00,1.75,1.23,50.62,39.88,79.00,46.00,31.75,69.00,28.00,19.88,71.00,0.62,0.12,7.00,1.00,0.00,1.38,72.62,4.25,7.50,10.12,0.50,0.12,2.38,0.38,0.62,0.00,0.25,0.12,7.00
De Bruyne (M) MCI,12.00,13.00,84.77,0.49,0.45,1.00,9.00,3.38,1.00,1.69,1.69,0.54,0.00,0.26,0.42,0.15,0.15,0.00,0.00,27.38,19.85,72.00,6.31,1.62,26.00,3.85,0.85,3.23,0.92,0.54,0.54,0.00,0.08,0.00,0.46,36.69,47.14,29.52,3.70,6.60,12.69,20.31,0.69,5.23,0.85,1.62,0.85,52.00,4.69,0.38,0.08,0.23,0.69,7.62,4.62,2.54,0.31,1.54,1.23,0.94,51.00,41.15,81.00,47.31,33.85,72.00,27.38,19.85,72.00,0.46,0.15,12.00,1.00,0.00,1.77,74.23,4.23,6.92,10.38,0.31,0.08,2.77,0.31,0.54,0.00,0.23,0.15,6.75
De Bruyne (M) MCI,12.00,11.00,79.64,0.25,0.34,0.80,12.00,2.45,0.45,1.45,1.00,0.27,0.09,0.19,0.19,0.18,0.18,0.00,0.00,27.18,21.27,78.00,9.82,3.18,32.00,6.55,0.64,3.91,1.09,0.60,0.91,0.00,0.00,0.00,0.45,26.45,59.44,34.07,2.70,5.60,17.36,28.82,0.91,6.91,0.73,1.09,0.73,67.00,3.91,0.82,0.09,0.36,1.27,7.36,5.55,4.00,0.73,1.73,1.82,1.27,48.18,40.09,83.00,47.64,33.55,70.00,27.18,21.27,78.00,0.55,0.27,10.00,1.00,5.00,1.55,72.45,5.36,6.36,12.45,0.27,0.00,4.18,0.09,0.18,0.00,0.00,0.00,6.67
De Bruyne (M) MCI,12.00,10.00,78.60,0.25,0.35,0.80,12.00,2.50,0.50,1.50,1.00,0.30,0.10,0.20,0.20,0.20,0.20,0.00,0.00,27.00,21.10,78.00,9.50,3.10,33.00,5.90,0.40,4.00,1.10,0.60,1.00,0.00,0.00,0.00,0.50,25.30,60.17,36.14,2.80,5.60,17.30,29.90,1.00,7.40,0.50,1.20,0.80,67.00,3.80,0.70,0.10,0.40,1.20,6.90,5.20,3.90,0.70,1.60,1.80,1.24,49.10,40.90,83.00,47.60,33.60,71.00,27.00,21.10,78.00,0.60,0.30,9.00,1.00,5.00,1.70,73.00,5.20,6.40,12.30,0.30,0.00,4.00,0.00,0.20,0.00,0.00,0.00,6.33
De Bruyne (M) MCI,12.00,23.00,82.39,0.28,0.37,0.70,24.00,2.91,0.83,1.17,1.74,0.13,0.04,0.20,0.20,0.30,0.17,0.13,0.00,26.91,20.13,75.00,9.26,2.65,29.00,5.70,0.61,3.70,0.96,0.55,0.74,0.00,0.09,0.00,0.43,28.22,56.03,37.31,2.60,5.40,16.22,28.35,0.87,6.91,0.78,1.39,0.74,53.00,4.17,0.87,0.13,0.43,1.43,7.61,5.48,3.30,0.52,1.39,1.57,1.11,54.96,45.04,82.00,50.70,35.39,70.00,26.91,20.13,75.00,0.74,0.35,22.00,1.00,9.00,1.43,79.35,4.43,6.74,11.30,0.22,0.00,3.87,0.04,0.22,0.00,0.00,0.00,6.33
De Bruyne (M) MCI,12.00,20.00,82.60,0.29,0.38,0.80,21.00,2.95,0.95,1.35,1.60,0.15,0.05,0.22,0.22,0.35,0.20,0.15,0.00,26.70,19.80,74.00,8.95,2.40,27.00,5.65,0.65,3.65,0.95,0.55,0.70,0.00,0.10,0.00,0.40,30.05,54.38,37.69,2.80,5.50,15.75,28.35,0.95,7.05,0.80,1.40,0.75,54.00,4.15,0.85,0.10,0.45,1.40,7.95,5.55,3.55,0.50,1.35,1.65,1.16,53.95,43.90,81.00,50.10,34.60,69.00,26.70,19.80,74.00,0.70,0.30,19.00,1.00,8.00,1.50,78.40,4.80,6.60,11.25,0.25,0.00,3.75,0.05,0.20,0.00,0.00,0.00,6.00
De Bruyne (M) MCI,12.00,5.00,76.40,0.43,0.38,0.70,3.00,3.00,1.20,1.20,1.80,0.40,0.00,0.24,0.39,0.20,0.20,0.00,0.00,28.60,19.80,69.00,6.00,1.40,23.00,3.80,0.80,3.60,0.40,0.34,0.40,0.00,0.00,0.00,0.20,31.80,50.68,29.76,3.00,5.70,11.80,19.00,0.60,4.80,1.40,2.00,0.80,40.00,6.20,0.20,0.00,0.00,0.20,7.60,5.00,3.60,0.20,1.40,2.20,1.49,53.40,42.40,79.00,47.80,33.00,69.00,28.60,19.80,69.00,0.80,0.20,4.00,1.00,0.00,1.60,75.00,4.00,8.00,10.20,0.40,0.20,2.60,0.20,1.00,0.00,0.20,0.20,5.00
De Bruyne (M) MCI,12.00,12.00,80.50,0.25,0.35,0.80,13.00,2.50,0.50,1.42,1.08,0.25,0.08,0.19,0.19,0.25,0.17,0.08,0.00,25.42,19.75,78.00,10.00,3.00,30.00,6.50,0.75,3.83,1.00,0.56,0.83,0.00,0.00,0.00,0.42,25.92,57.66,34.57,2.60,5.40,16.75,28.75,0.83,6.92,0.75,1.08,0.75,69.00,4.08,0.75,0.08,0.33,1.17,7.67,5.75,3.83,0.67,1.58,1.75,1.23,48.42,39.92,82.00,47.42,32.67,69.00,25.42,19.75,78.00,0.50,0.25,11.00,1.00,5.00,1.58,73.08,5.17,5.92,11.83,0.25,0.00,4.08,0.08,0.17,0.00,0.00,0.00,4.67
De Bruyne (M) MCI,12.00,14.00,84.86,0.50,0.48,1.00,11.00,3.50,1.00,1.71,1.79,0.64,0.00,0.29,0.45,0.21,0.21,0.00,0.00,26.50,19.07,72.00,6.00,1.57,26.00,3.64,0.86,3.21,1.00,0.56,0.57,0.00,0.07,0.00,0.50,36.86,46.42,30.90,3.90,6.80,12.57,21.57,0.79,5.79,0.79,1.50,0.79,53.00,4.50,0.36,0.07,0.29,0.71,7.71,4.64,2.50,0.36,1.57,1.21,0.93,49.79,40.14,81.00,45.71,32.64,71.00,26.50,19.07,72.00,0.43,0.14,13.00,1.00,1.00,1.71,72.57,4.36,6.79,9.93,0.29,0.07,2.57,0.36,0.57,0.00,0.21,0.14,4.67
De Bruyne (M) MCI,12.00,19.00,82.21,0.30,0.39,0.80,21.00,3.05,1.00,1.42,1.63,0.16,0.05,0.23,0.23,0.37,0.21,0.16,0.00,26.16,19.53,75.00,9.26,2.53,27.00,5.89,0.63,3.74,1.00,0.57,0.74,0.00,0.11,0.00,0.42,31.11,55.81,38.81,2.90,5.60,15.89,29.16,1.00,7.32,0.79,1.47,0.79,54.00,4.11,0.79,0.11,0.37,1.26,8.00,5.47,3.63,0.53,1.32,1.68,1.19,51.68,42.11,81.00,49.00,33.68,69.00,26.16,19.53,75.00,0.74,0.32,18.00,1.00,8.00,1.47,76.53,5.00,6.11,11.53,0.26,0.00,3.95,0.05,0.21,0.00,0.00,0.00,4.33
De Bruyne (M) MCI,12.00,9.00,82.44,0.53,0.50,1.00,8.00,3.67,1.00,1.89,1.78,0.56,0.00,0.22,0.46,0.22,0.22,0.00,0.00,27.44,19.56,71.00,5.78,1.44,25.00,3.33,1.00,3.11,0.89,0.52,0.67,0.00,0.00,0.00,0.33,39.22,45.37,33.47,3.90,6.80,11.44,21.44,0.78,5.89,1.11,2.11,1.11,53.00,5.11,0.56,0.11,0.00,0.67,7.44,4.33,2.78,0.33,1.11,1.56,1.12,51.33,40.67,79.00,46.00,32.44,71.00,27.44,19.56,71.00,0.67,0.22,8.00,1.00,0.00,1.44,74.22,4.56,7.11,10.00,0.44,0.11,2.22,0.44,0.56,0.00,0.33,0.22,4.00
De Bruyne (M) MCI,12.00,10.00,83.20,0.54,0.50,1.00,8.00,3.60,0.90,1.90,1.70,0.60,0.00,0.24,0.45,0.20,0.20,0.00,0.00,27.00,19.00,70.00,5.60,1.30,23.00,3.20,1.00,3.10,0.90,0.53,0.60,0.00,0.00,0.00,0.40,38.70,44.30,31.12,3.80,6.80,11.50,20.50,0.70,5.60,1.00,1.90,1.00,53.00,5.00,0.50,0.10,0.30,0.90,7.80,4.60,2.70,0.30,1.30,1.40,1.04,50.10,39.50,79.00,45.20,31.60,70.00,27.00,19.00,70.00,0.60,0.20,9.00,1.00,0.00,1.50,72.40,4.50,7.10,9.90,0.40,0.10,2.20,0.40,0.60,0.00,0.30,0.20,4.00
De Bruyne (M) MCI,12.00,7.00,75.86,0.29,0.41,0.90,11.00,2.57,0.57,1.57,1.00,0.29,0.00,0.20,0.20,0.29,0.29,0.00,0.00,23.43,18.14,77.00,7.71,2.43,32.00,4.57,0.43,4.14,1.43,0.73,1.29,0.00,0.00,0.00,0.43,24.00,59.13,42.11,3.20,6.00,18.43,35.14,1.43,9.00,0.57,1.14,0.86,75.00,4.14,0.43,0.14,0.57,1.14,6.86,5.43,4.14,0.86,1.86,2.00,1.35,45.43,38.14,84.00,41.71,29.57,71.00,23.43,18.14,77.00,0.86,0.43,6.00,1.00,3.00,1.29,65.86,4.86,5.57,10.14,0.43,0.00,3.00,0.00,0.14,0.00,0.00,0.00,3.67
De Bruyne (M) MCI,12.00,9.00,77.33,0.24,0.38,0.80,12.00,2.33,0.56,1.33,1.00,0.33,0.11,0.21,0.21,0.22,0.22,0.00,0.00,24.33,18.78,77.00,8.67,3.11,36.00,5.33,0.44,4.00,1.11,0.60,1.11,0.00,0.00,0.00,0.56,22.11,59.98,38.00,2.80,5.60,16.89,30.89,1.11,8.00,0.44,1.22,0.78,64.00,4.11,0.78,0.11,0.44,1.33,7.33,5.67,4.00,0.78,1.78,1.89,1.30,46.33,38.56,83.00,43.89,31.22,71.00,24.33,18.78,77.00,0.67,0.33,8.00,1.00,5.00,1.44,68.22,5.11,5.67,10.56,0.33,0.00,3.89,0.00,0.11,0.00,0.00,0.00,3.67
De Bruyne (M) MCI,12.00,21.00,81.67,0.28,0.37,0.80,23.00,2.81,0.90,1.29,1.52,0.14,0.05,0.21,0.21,0.33,0.19,0.14,0.00,26.43,19.67,74.00,8.76,2.33,27.00,5.38,0.62,3.62,0.95,0.54,0.76,0.00,0.10,0.00,0.43,28.90,53.73,37.92,2.70,5.50,15.76,28.62,0.90,7.14,0.76,1.43,0.71,50.00,4.14,0.86,0.10,0.43,1.38,7.90,5.62,3.43,0.48,1.38,1.62,1.15,54.38,44.43,82.00,49.95,34.71,69.00,26.43,19.67,74.00,0.67,0.29,20.00,1.00,9.00,1.43,78.24,4.71,6.57,10.95,0.24,0.00,3.57,0.05,0.19,0.00,0.00,0.00,3.67
De Bruyne (M) MCI,12.00,4.00,73.00,0.51,0.29,0.80,2.00,3.00,1.25,1.25,1.75,0.50,0.00,0.25,0.44,0.25,0.25,0.00,0.00,29.00,20.25,70.00,6.25,1.25,20.00,3.75,0.75,3.75,0.50,0.39,0.25,0.00,0.00,0.00,0.00,34.50,51.18,30.60,3.40,6.10,11.50,18.25,0.75,4.50,1.75,2.50,1.00,40.00,6.75,0.25,0.00,0.00,0.25,8.75,5.75,4.25,0.25,1.50,2.50,1.74,51.00,40.25,79.00,47.25,32.25,68.00,29.00,20.25,70.00,0.75,0.25,3.00,1.00,0.00,1.50,72.50,4.50,8.50,10.00,0.25,0.25,2.25,0.00,1.00,0.00,0.25,0.25,3.67
