Patrício (G)WOL,6,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4.3,0,5,3.67,0.0,14.33,18.33,0.0,0.0,22.13,20.17,10.67,53,9.67,3.17,33,0.83,0.0,0,0.0,0.0,26.83,0.0,0.83,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,,0.99,11.17,5.33,4.0,1.83,1.17,0.67,0.0,0.0,0,7.67,0.5,0.0,0.0,0.5,1.17,0.0,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Patrício ,G,8,6.67
Begović (G)EVE,6,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.41,0,4,2.33,0.0,12.83,14.83,0.0,0.0,19.5,21.5,12.5,58,11.5,4.0,35,4.67,1.67,36,0.0,0.0,31.5,0.0,4.67,0.0,0.17,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,1.83,,1.45,13.67,8.33,4.67,2.0,0.67,1.33,0.0,0.0,0,8.0,0.83,0.0,0.0,0.83,0.67,0.0,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Begović ,G,10,5.67
Ryan (G)BHA,6,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.02,0,4.5,2.0,0.0,15.17,15.17,0.0,0.0,25.6,29.17,13.67,47,21.5,8.5,40,5.5,1.67,30,0.0,0.0,36.17,0.0,5.5,0.0,0.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,,1.95,15.0,10.0,5.5,2.0,0.5,2.5,0.0,0.0,0,8.83,0.17,0.0,0.0,0.17,0.5,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ryan ,G,13,7.67
Hart (G)TOT,6,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.46,0,4.5,5.5,0.5,19.67,26.17,0.0,0.0,41.37,31.5,15.17,48,25.33,11.0,43,11.17,4.33,39,0.0,0.0,43.67,0.0,11.17,0.0,0.83,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.67,,2.24,20.33,10.33,7.0,2.17,0.17,2.83,0.0,0.0,0,9.67,1.17,0.0,0.0,1.17,0.17,0.0,5.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hart ,G,5,2.0
Etheridge (G)CAR,6,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.39,0,4.6,5.5,0.5,16.67,25.67,0.0,0.0,39.93,27.67,9.67,35,25.5,8.33,33,12.67,3.67,29,0.0,0.0,34.67,0.0,12.67,0.0,0.67,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,2.33,,2.08,14.17,11.17,6.5,1.5,0.67,2.33,0.0,0.0,0,7.5,0.67,0.0,0.33,1.0,0.67,0.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Etheridge ,G,20,1.67
Arrizabalaga (G)CHE,6,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.88,0,4.5,4.0,0.0,10.83,16.83,0.0,0.02,13.47,27.17,21.5,79,5.67,2.5,44,0.17,0.0,0,0.0,0.0,32.67,0.0,0.17,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.67,,0.96,7.83,4.67,2.17,1.5,0.67,1.83,0.0,0.0,0,5.33,0.33,0.0,0.0,0.33,0.67,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arrizabalaga ,G,3,4.33
Hennessey (G)BUR,6,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.91,0,4.5,5.83,0.5,16.67,25.17,0.0,0.0,32.17,25.67,13.17,51,18.0,6.5,36,9.83,2.83,29,0.0,0.0,37.17,0.0,9.83,0.0,0.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,,1.64,14.0,7.83,4.67,2.33,0.83,2.17,0.0,0.0,0,9.5,1.0,0.0,0.0,1.0,0.83,0.0,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hennessey ,G,15,1.67
Pickford (G)EVE,6,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.34,0,4.8,2.0,0.0,14.33,14.33,0.0,0.0,19.87,28.17,13.5,48,18.0,5.17,29,9.33,2.33,25,0.0,0.0,37.83,0.0,9.33,0.0,0.67,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,,1.54,11.67,6.67,4.67,1.67,0.83,2.17,0.0,0.0,0,8.83,1.33,0.0,0.0,1.33,0.83,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pickford ,G,10,7.67
Ederson (G)MCI,6,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.33,0.0,0.17,0.0,0.0,0,0,0.0,0.01,0.03,4.54,0,6.2,5.0,0.17,11.83,19.33,0.0,3.33,16.27,23.17,19.67,85,3.33,0.83,25,2.17,0.67,31,0.0,0.0,32.17,0.0,2.17,0.0,0.17,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,,0.67,6.5,3.33,2.17,0.33,0.5,0.83,0.0,0.0,0,8.0,0.17,0.0,0.0,0.17,0.5,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ederson ,G,1,6.33
de Gea (G)MUN,6,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.39,0,5,3.17,0.17,14.5,16.5,0.0,0.0,23.53,26.33,13.67,52,16.83,5.67,34,4.17,0.67,16,0.0,0.0,34.0,0.0,4.17,0.0,0.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,1.5,,1.47,10.33,5.67,4.5,2.17,0.5,2.0,0.0,0.0,0,8.0,0.67,0.0,0.0,0.67,0.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,de Gea ,G,4,2.0
Dubravka (G)NEW,6,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.52,0,4.4,3.83,0.5,13.67,17.67,0.0,0.0,21.13,29.5,14.67,50,19.0,6.83,36,4.0,0.83,21,0.0,0.0,37.17,0.0,4.0,0.0,0.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.33,,1.52,15.67,10.33,3.83,2.5,1.17,2.0,0.0,0.0,0,8.67,1.0,0.0,0.0,1.0,1.17,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dubravka ,G,11,2.33
McCarthy (G)SOU,6,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.25,0,4.3,4.0,0.5,16.17,20.17,0.0,0.0,26.23,22.5,11.67,52,15.83,6.0,38,4.33,1.17,27,0.0,0.0,32.5,0.0,4.33,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.5,,1.79,13.5,9.0,5.33,3.33,1.33,2.33,0.0,0.0,0,8.83,1.0,0.0,0.0,1.0,1.33,0.0,3.83,0.17,0.0,0.0,0.0,0.0,0.0,0.0,McCarthy ,G,14,3.33
Foster (G)WAT,6,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.33,0.0,0.0,0.0,0.0,0,0,0.0,0.01,0.03,3.86,1,4.2,2.67,0.0,13.33,15.33,0.0,3.33,15.33,32.33,10.83,33,27.33,7.83,29,11.5,3.0,26,0.0,0.0,39.83,0.0,11.5,0.0,1.17,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,1.0,,1.01,9.67,6.33,2.83,2.33,0.33,1.33,0.0,0.0,0,9.5,0.83,0.0,0.17,1.0,0.33,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Foster ,G,17,2.67
Fabianski (G)WHU,6,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.6,0,5,4.17,0.67,19.5,21.5,0.0,0.0,35.73,24.33,10.5,43,19.17,6.33,33,5.33,1.17,22,0.0,0.0,36.83,0.0,5.33,0.0,0.33,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,1.83,,2.15,15.83,9.33,6.5,2.5,1.17,3.17,0.0,0.0,0,10.83,1.17,0.0,0.0,1.17,1.17,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fabianski ,G,9,2.67
Cech (G)ARS,6,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4.17,0,4.7,3.83,0.5,18.67,20.67,0.0,0.0,31.3,34.33,24.33,71,10.33,3.67,36,2.33,0.5,21,0.0,0.0,48.17,0.0,2.33,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,1.5,,1.44,13.67,7.5,5.83,1.67,1.33,1.33,0.17,0.17,100,9.67,1.0,0.0,0.0,1.0,1.33,0.0,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cech ,G,6,1.0
Schmeichel (G)LEI,6,90,0.17,0.0,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.01,3.15,0,5,2.17,0.0,12.17,14.17,0.67,0.0,18.8,25.33,16.67,66,9.33,2.67,29,3.5,1.0,29,0.0,0.0,34.17,0.17,3.5,0.0,0.33,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,1.67,,1.35,9.83,5.83,4.17,1.17,0.17,1.67,0.0,0.0,0,7.0,0.83,0.0,0.0,0.83,0.17,0.0,2.33,0.17,0.0,0.0,0.0,0.0,0.0,0.0,Schmeichel ,G,7,3.67
