Name,App.,Minutes,Shots,Shots on Target,Shots in Box,Shots Outside Box,Headed Attempts,Big Chance,Big Chance Created,Goals,Goals inside Box,Goals outside Box,Headed Goal,Goal Involvement,Key Pass,Big Chance Created.1,Assists,Crosses (Tot.),Crosses (Succ.),Crosses Succ. %,Exp. Goals (xG),Non Penalty xG (NPxG),Exp. Assists (xA),Exp. Att. Points (xATT),Exp. Points (xPts),Exp. Involvement (xGI),Cost (£M),Points_x,Bonus Points,Baseline BPS,BPS,Threat,Creativity,Influence,Total Passes,Accurate Passes,Pass Completion (%),Opp. Half Passes,Opp. Half Accurate,Opp. Half Pass %,Final 3rd Passes,Final 3rd Accurate,Final 3rd Pass %,Throughballs (Tot.),Throughballs (Succ.),Touches (All),Touches (Box),Entries (Box),Fouls Won (Final 3rd),Penalty Box Entries,Fouls Won (Box),Fouls Made,Corners Taken,Set Piece Into Box,Freekicks (Indirect),Freekicks Taken,Freekicks (Accurate),Freekicks (Direct),Freekick Scored,Penalties Taken,Penalties Scored,Penalties Missed,Clean Sheets,Goals Conceded,Exp. Clean Sheets,Expected Goals Conceded,Shots Conceded,Shots In Box Conceded,Shots on Target Conceded,Headed Shots Conceded,Shots Conc. Set Pieces,Big Chances Conceded,Tackles (Tot.),Tackles (Won),Tackles Won (%),Recoveries,Clearances,Blocks,Interceptions,CBI,Shots Conc. Set Pieces.1,Wins,Saves,Yellow Cards,Second Yellows,Red Cards,Offsides,Errors (lead to Goal),Errors (lead to Shot),Own Goals,Names,Position,Team,Points_y
Dubravka (G)NEW,6,540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.53,0,4.4,3.83,0.5,13.67,17.67,0.0,0.0,21.13,29.5,14.67,50,19.0,6.83,36,4.0,0.83,21,0.0,0.0,37.17,0.0,4.0,0.0,0.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.33,,9.09,15.67,10.33,3.83,2.5,1.17,2.0,0.0,0.0,0,8.67,1.0,0.0,0.0,1.0,1.17,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dubravka ,G,11,2.33
McCarthy (G)SOU,6,540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.25,0,4.3,4.0,0.5,16.17,20.17,0.0,0.0,26.23,22.5,11.67,52,15.83,6.0,38,4.33,1.17,27,0.0,0.0,32.5,0.0,4.33,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.5,,10.76,13.5,9.0,5.33,3.33,1.33,2.33,0.0,0.0,0,8.83,1.0,0.0,0.0,1.0,1.33,0.0,3.83,0.17,0.0,0.0,0.0,0.0,0.0,0.0,McCarthy ,G,14,3.33
Foster (G)WAT,6,540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.33,0.0,0.0,0.0,0.0,0,0,0.0,0.01,0.03,3.86,1,4.2,2.67,0.0,13.33,15.33,0.0,3.33,15.33,32.33,10.83,33,27.33,7.83,29,11.5,3.0,26,0.0,0.0,39.83,0.0,11.5,0.0,1.17,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,1.0,,6.04,9.67,6.33,2.83,2.33,0.33,1.33,0.0,0.0,0,9.5,0.83,0.0,0.17,1.0,0.33,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Foster ,G,17,2.67
Fabianski (G)WHU,6,540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.6,0,5,4.17,0.67,19.5,21.5,0.0,0.0,35.73,24.33,10.5,43,19.17,6.33,33,5.33,1.17,22,0.0,0.0,36.83,0.0,5.33,0.0,0.33,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,1.83,,12.91,15.83,9.33,6.5,2.5,1.17,3.17,0.0,0.0,0,10.83,1.17,0.0,0.0,1.17,1.17,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fabianski ,G,9,2.67
Cech (G)ARS,6,540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4.17,0,4.7,3.83,0.5,18.67,20.67,0.0,0.0,31.3,34.33,24.33,71,10.33,3.67,36,2.33,0.5,21,0.0,0.0,48.17,0.0,2.33,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,1.5,,8.63,13.67,7.5,5.83,1.67,1.33,1.33,0.17,0.17,100,9.67,1.0,0.0,0.0,1.0,1.33,0.0,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cech ,G,6,2.0
Schmeichel (G)LEI,6,540,0.17,0.0,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.01,3.15,0,5,2.17,0.0,12.17,14.17,0.67,0.0,18.8,25.33,16.67,66,9.33,2.67,29,3.5,1.0,29,0.0,0.0,34.17,0.17,3.5,0.0,0.33,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,1.67,,8.11,9.83,5.83,4.17,1.17,0.17,1.67,0.0,0.0,0,7.0,0.83,0.0,0.0,0.83,0.17,0.0,2.33,0.17,0.0,0.0,0.0,0.0,0.0,0.0,Schmeichel ,G,7,3.67
Alisson (G)LIV,6,540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4.43,0,6.1,5.0,0.17,13.83,21.83,0.0,0.0,17.03,24.17,20.0,83,6.17,2.83,46,1.33,0.67,50,0.0,0.0,34.17,0.0,1.33,0.0,0.17,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.33,,4.01,8.17,4.67,2.5,0.83,0.0,0.5,0.0,0.0,0,8.33,1.0,0.0,0.17,1.17,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alisson ,G,2,5.0
Lössl (G)BRE,4 (1),347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.26,0.0,0.0,0.0,0.0,0,0,0.0,0.01,0.03,4.22,1,4.5,3.89,0.52,13.23,16.34,0.0,2.59,19.92,32.94,19.19,58,18.67,7.78,42,5.45,2.07,38,0.0,0.0,38.65,0.0,5.45,0.0,0.26,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,1.3,,4.31,12.97,8.56,3.89,3.37,0.52,1.3,0.0,0.0,0,7.26,0.26,0.0,0.0,0.26,0.52,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lössl ,G,16,2.0
Bettinelli (G)CHE,4,360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.66,0,4,3.25,0.0,15.0,18.75,0.0,0.0,34.4,31.5,18.75,60,13.5,4.75,35,3.75,0.75,20,0.0,0.0,41.5,0.0,3.75,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,9.97,16.5,11.75,5.5,2.5,0.5,4.0,0.0,0.0,0,8.0,1.0,0.0,0.0,1.0,0.5,0.0,3.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,Bettinelli ,G,3,0.67
Lloris (G)TOT,3,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.18,0,5.5,3.67,0.0,15.67,19.67,0.0,0.0,21.93,31.67,21.0,66,10.33,2.67,26,2.0,0.33,17,0.0,0.0,43.0,0.0,2.0,0.0,0.33,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.67,,4.11,16.0,10.0,3.33,2.33,1.0,2.0,0.33,0.0,0,7.33,2.33,0.0,0.0,2.33,1.0,0.0,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lloris ,G,5,8.5
Gazzaniga (G)TOT,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4.56,0,4.3,3.0,0.0,19.0,19.0,0.0,0.0,21.4,32.0,28.0,88,6.0,3.0,50,2.0,0.0,0,0.0,0.0,42.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.96,8.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0,6.0,2.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gazzaniga ,G,5,7.0
Name,App.,Minutes,Shots,Shots on Target,Shots in Box,Shots Outside Box,Headed Attempts,Big Chance,Big Chance Created,Goals,Goals inside Box,Goals outside Box,Headed Goal,Goal Involvement,Key Pass,Big Chance Created.1,Assists,Crosses (Tot.),Crosses (Succ.),Crosses Succ. %,Exp. Goals (xG),Non Penalty xG (NPxG),Exp. Assists (xA),Exp. Att. Points (xATT),Exp. Points (xPts),Exp. Involvement (xGI),Cost (£M),Points_x,Bonus Points,Baseline BPS,BPS,Threat,Creativity,Influence,Total Passes,Accurate Passes,Pass Completion (%),Opp. Half Passes,Opp. Half Accurate,Opp. Half Pass %,Final 3rd Passes,Final 3rd Accurate,Final 3rd Pass %,Throughballs (Tot.),Throughballs (Succ.),Touches (All),Touches (Box),Entries (Box),Fouls Won (Final 3rd),Penalty Box Entries,Fouls Won (Box),Fouls Made,Corners Taken,Set Piece Into Box,Freekicks (Indirect),Freekicks Taken,Freekicks (Accurate),Freekicks (Direct),Freekick Scored,Penalties Taken,Penalties Scored,Penalties Missed,Clean Sheets,Goals Conceded,Exp. Clean Sheets,Expected Goals Conceded,Shots Conceded,Shots In Box Conceded,Shots on Target Conceded,Headed Shots Conceded,Shots Conc. Set Pieces,Big Chances Conceded,Tackles (Tot.),Tackles (Won),Tackles Won (%),Recoveries,Clearances,Blocks,Interceptions,CBI,Shots Conc. Set Pieces.1,Wins,Saves,Yellow Cards,Second Yellows,Red Cards,Offsides,Errors (lead to Goal),Errors (lead to Shot),Own Goals,Names,Position,Team,Points_y
Alisson (G)LIV,6,540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4.13,0,6.1,4.33,0.0,13.17,19.17,0.0,0.0,18.2,23.67,18.33,77,7.33,2.67,36,1.67,0.67,40,0.0,0.0,34.17,0.0,1.67,0.0,0.33,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,,5.52,9.0,5.5,2.83,1.17,0.33,1.17,0.0,0.0,0,7.83,1.17,0.0,0.17,1.33,0.33,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alisson ,G,2,4.67
Ederson (G)MCI,6,540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.33,0.0,0.17,0.0,0.0,0,0,0.0,0.01,0.03,4.65,0,6.2,4.67,0.0,10.83,18.33,0.0,3.33,14.37,18.67,17.33,93,1.83,0.67,37,1.17,0.5,43,0.0,0.0,25.83,0.0,1.17,0.0,0.17,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,,3.37,5.67,3.17,1.83,0.5,0.33,0.67,0.0,0.0,0,6.83,0.17,0.0,0.0,0.17,0.33,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ederson ,G,1,7.0
de Gea (G)MUN,6,540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.27,0,5,2.83,0.17,13.5,15.5,0.0,0.0,21.03,25.5,14.5,57,15.5,5.5,35,3.67,0.5,14,0.0,0.0,32.83,0.0,3.67,0.0,0.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,1.83,,8.54,9.5,5.67,4.33,2.0,0.5,2.0,0.0,0.0,0,7.5,0.5,0.0,0.0,0.5,0.5,0.0,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,de Gea ,G,4,2.67
Dubravka (G)NEW,6,540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.66,0,4.4,3.83,0.5,13.17,17.17,0.0,0.0,19.8,27.5,15.0,55,18.0,7.17,40,3.83,0.83,22,0.0,0.0,34.5,0.0,3.83,0.0,0.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.33,,8.2,15.17,9.83,3.83,2.5,1.0,1.33,0.0,0.0,0,7.5,1.0,0.0,0.0,1.0,1.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dubravka ,G,11,4.67
McCarthy (G)SOU,6,540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.07,0,4.3,2.5,0.0,15.17,17.17,0.0,0.0,24.37,21.67,11.67,54,14.67,5.33,36,4.33,1.0,23,0.0,0.0,31.83,0.0,4.33,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,1.83,,10.72,13.17,9.0,5.33,3.33,1.17,2.33,0.0,0.0,0,8.67,0.83,0.0,0.0,0.83,1.17,0.0,3.5,0.17,0.0,0.0,0.0,0.0,0.0,0.0,McCarthy ,G,14,4.67
Foster (G)WAT,6,540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.17,0.0,0.0,0.0,0.0,0,0,0.0,0.01,0.02,3.34,0,4.2,1.83,0.0,13.17,13.17,0.0,1.67,15.3,30.5,9.0,30,27.0,7.67,28,11.17,3.0,27,0.0,0.0,37.67,0.0,11.17,0.0,1.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,,7.22,10.17,6.5,3.17,2.33,0.33,1.83,0.0,0.0,0,8.33,1.0,0.0,0.0,1.0,0.33,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Foster ,G,17,5.33
Fabianski (G)WHU,6,540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.92,0,5,4.5,0.67,19.17,21.17,0.0,0.0,34.23,25.33,9.67,38,20.0,5.5,28,5.5,1.17,21,0.0,0.0,36.33,0.0,5.5,0.0,0.33,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,1.33,,10.94,14.33,8.0,5.83,2.67,0.83,2.5,0.0,0.0,0,10.83,1.0,0.0,0.0,1.0,0.83,0.0,4.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fabianski ,G,9,3.67
Patrício (G)WOL,6,540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4.5,0,5,5.0,0.33,15.67,21.67,0.0,0.0,24.83,20.33,10.83,53,9.83,3.33,34,0.83,0.0,0,0.0,0.0,28.0,0.0,0.83,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.67,,5.93,12.67,5.33,4.17,1.5,1.0,0.5,0.0,0.0,0,8.67,0.5,0.0,0.0,0.5,1.0,0.0,3.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Patrício ,G,8,4.0
Begović (G)EVE,6,540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.52,0,4,1.67,0.0,13.0,13.0,0.0,0.0,18.97,23.0,13.33,58,12.67,4.67,37,5.33,1.83,34,0.0,0.0,33.33,0.0,5.33,0.0,0.33,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,8.48,13.67,7.5,4.83,2.0,0.83,1.17,0.0,0.0,0,8.67,0.83,0.0,0.0,0.83,0.83,0.0,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Begović ,G,10,7.0
Ryan (G)BHA,6,540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.08,0,4.5,2.17,0.0,16.0,16.0,0.0,0.0,27.8,29.33,13.83,47,22.5,9.0,40,6.17,1.5,24,0.0,0.0,36.17,0.0,6.17,0.0,0.67,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,,12.43,16.5,11.17,6.0,2.5,0.33,2.5,0.0,0.0,0,8.5,0.33,0.0,0.0,0.33,0.33,0.0,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ryan ,G,13,10.0
Hart (G)TOT,6,540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.37,0,4.5,4.83,0.5,19.83,24.33,0.0,0.0,40.8,32.83,14.17,43,26.67,9.83,37,10.83,3.67,34,0.0,0.0,45.33,0.0,10.83,0.0,0.83,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,1.83,,13.85,20.67,11.0,7.33,1.83,0.33,2.83,0.0,0.0,0,9.33,1.83,0.0,0.0,1.83,0.33,0.0,5.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hart ,G,5,1.33
