Name,App.,Minutes,Shots,Shots on Target,Shots in Box,Shots Outside Box,Headed Attempts,Big Chance,Big Chance Created,Goals,Goals inside Box,Goals outside Box,Headed Goal,Goal Involvement,Key Pass,Big Chance Created.1,Assists,Crosses (Tot.),Crosses (Succ.),Crosses Succ. %,Exp. Goals (xG),Non Penalty xG (NPxG),Exp. Assists (xA),Exp. Att. Points (xATT),Exp. Points (xPts),Exp. Involvement (xGI),Cost (£M),Points_x,Bonus Points,Baseline BPS,BPS,Threat,Creativity,Influence,Total Passes,Accurate Passes,Pass Completion (%),Opp. Half Passes,Opp. Half Accurate,Opp. Half Pass %,Final 3rd Passes,Final 3rd Accurate,Final 3rd Pass %,Throughballs (Tot.),Throughballs (Succ.),Touches (All),Touches (Box),Entries (Box),Fouls Won (Final 3rd),Penalty Box Entries,Fouls Won (Box),Fouls Made,Corners Taken,Set Piece Into Box,Freekicks (Indirect),Freekicks Taken,Freekicks (Accurate),Freekicks (Direct),Freekick Scored,Penalties Taken,Penalties Scored,Penalties Missed,Clean Sheets,Goals Conceded,Exp. Clean Sheets,Expected Goals Conceded,Shots Conceded,Shots In Box Conceded,Shots on Target Conceded,Headed Shots Conceded,Shots Conc. Set Pieces,Big Chances Conceded,Tackles (Tot.),Tackles (Won),Tackles Won (%),Recoveries,Clearances,Blocks,Interceptions,CBI,Shots Conc. Set Pieces.1,Wins,Saves,Yellow Cards,Second Yellows,Red Cards,Offsides,Errors (lead to Goal),Errors (lead to Shot),Own Goals,Names,Position,Team,Points_y
McCarthy (G)SOU,5,450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.29,0,4.3,4.6,0.6,16.8,21.6,0.0,0.0,30.28,22.0,12.0,55,14.6,5.8,40,4.2,1.4,33,0.0,0.0,31.6,0.0,4.2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.2,,9.54,13.8,9.0,5.6,3.6,1.4,2.6,0.0,0.0,0,7.4,1.0,0.0,0.0,1.0,1.4,0.0,4.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,McCarthy ,G,14,1.67
Foster (G)WAT,5,450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0.0,0.0,0,0,0.0,0.01,0.02,4.13,0,4.2,2.8,0.0,13.2,15.6,0.0,2.0,15.08,30.2,10.4,34,25.4,7.4,29,9.2,2.6,28,0.0,0.0,38.2,0.0,9.2,0.0,0.8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,,4.38,8.6,5.8,2.8,2.2,0.4,1.0,0.0,0.0,0,9.6,1.0,0.0,0.2,1.2,0.4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Foster ,G,17,1.33
Fabianski (G)WHU,5,450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.53,0,5,2.8,0.2,19.0,19.0,0.0,0.0,35.2,23.2,10.2,44,18.4,6.2,34,5.0,0.8,16,0.0,0.0,36.2,0.0,5.0,0.0,0.4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,,10.58,15.6,8.8,6.6,2.4,1.2,3.0,0.0,0.0,0,10.4,1.4,0.0,0.0,1.4,1.2,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fabianski ,G,9,5.67
Patrício (G)WOL,5,450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4.31,0,5,3.8,0.0,13.4,18.2,0.0,0.0,20.56,19.8,10.8,55,10.0,3.8,38,0.6,0.0,0,0.0,0.0,26.2,0.0,0.6,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,,4.79,10.4,5.4,3.6,1.8,1.2,0.8,0.0,0.0,0,7.2,0.6,0.0,0.0,0.6,1.2,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Patrício ,G,8,7.33
Schmeichel (G)LEI,5,450,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.02,3.0,0,5,2.2,0.0,12.8,15.2,0.8,0.0,20.2,25.2,16.2,64,9.6,2.8,29,3.6,1.2,33,0.0,0.0,34.8,0.2,3.6,0.0,0.4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.8,,7.37,10.0,6.0,4.6,1.0,0.2,1.8,0.0,0.0,0,7.6,1.0,0.0,0.0,1.0,0.2,0.0,2.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Schmeichel ,G,7,3.67
Alisson (G)LIV,5,450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4.33,0,6.1,4.8,0.2,14.6,21.8,0.0,0.0,17.96,24.6,20.2,82,7.0,3.4,49,1.6,0.8,50,0.0,0.0,35.2,0.0,1.6,0.0,0.2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,,3.63,8.4,4.4,2.8,0.8,0.0,0.6,0.0,0.0,0,9.2,0.8,0.0,0.2,1.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alisson ,G,2,5.0
Ederson (G)MCI,5,450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.4,0.0,0.2,0.0,0.0,0,0,0.0,0.01,0.04,4.42,0,6.2,4.8,0.2,11.6,18.2,0.0,4.0,16.24,22.8,19.0,83,3.4,0.8,24,2.0,0.6,30,0.0,0.0,31.0,0.0,2.0,0.0,0.2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,,3.68,7.4,3.8,2.2,0.4,0.4,1.0,0.0,0.0,0,7.6,0.0,0.0,0.0,0.0,0.4,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ederson ,G,1,6.33
Bettinelli (G)CHE,3,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.51,0,4,3.33,0.0,13.67,18.67,0.0,0.0,32.73,32.33,19.33,60,14.67,5.67,39,4.33,0.67,15,0.0,0.0,41.0,0.0,4.33,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,,7.93,18.33,13.0,5.33,3.33,0.67,4.33,0.0,0.0,0,7.0,1.0,0.0,0.0,1.0,0.67,0.0,3.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,Bettinelli ,G,3,1.67
Lössl (G)BRE,3 (1),257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4.61,0,4.5,4.55,0.7,10.86,15.06,0.0,0.0,13.87,32.22,20.31,63,17.51,8.05,46,6.65,2.45,37,0.0,0.0,37.82,0.0,6.65,0.0,0.35,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.7,,2.12,11.21,7.7,2.45,3.5,0.0,0.7,0.0,0.0,0,6.3,0.35,0.0,0.0,0.35,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lössl ,G,16,2.0
Lloris (G)TOT,3,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.18,0,5.5,3.67,0.0,15.67,19.67,0.0,0.0,21.93,31.67,21.0,66,10.33,2.67,26,2.0,0.33,17,0.0,0.0,43.0,0.0,2.0,0.0,0.33,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.67,,4.11,16.0,10.0,3.33,2.33,1.0,2.0,0.33,0.0,0,7.33,2.33,0.0,0.0,2.33,1.0,0.0,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lloris ,G,5,9.0
Name,App.,Minutes,Shots,Shots on Target,Shots in Box,Shots Outside Box,Headed Attempts,Big Chance,Big Chance Created,Goals,Goals inside Box,Goals outside Box,Headed Goal,Goal Involvement,Key Pass,Big Chance Created.1,Assists,Crosses (Tot.),Crosses (Succ.),Crosses Succ. %,Exp. Goals (xG),Non Penalty xG (NPxG),Exp. Assists (xA),Exp. Att. Points (xATT),Exp. Points (xPts),Exp. Involvement (xGI),Cost (£M),Points_x,Bonus Points,Baseline BPS,BPS,Threat,Creativity,Influence,Total Passes,Accurate Passes,Pass Completion (%),Opp. Half Passes,Opp. Half Accurate,Opp. Half Pass %,Final 3rd Passes,Final 3rd Accurate,Final 3rd Pass %,Throughballs (Tot.),Throughballs (Succ.),Touches (All),Touches (Box),Entries (Box),Fouls Won (Final 3rd),Penalty Box Entries,Fouls Won (Box),Fouls Made,Corners Taken,Set Piece Into Box,Freekicks (Indirect),Freekicks Taken,Freekicks (Accurate),Freekicks (Direct),Freekick Scored,Penalties Taken,Penalties Scored,Penalties Missed,Clean Sheets,Goals Conceded,Exp. Clean Sheets,Expected Goals Conceded,Shots Conceded,Shots In Box Conceded,Shots on Target Conceded,Headed Shots Conceded,Shots Conc. Set Pieces,Big Chances Conceded,Tackles (Tot.),Tackles (Won),Tackles Won (%),Recoveries,Clearances,Blocks,Interceptions,CBI,Shots Conc. Set Pieces.1,Wins,Saves,Yellow Cards,Second Yellows,Red Cards,Offsides,Errors (lead to Goal),Errors (lead to Shot),Own Goals,Names,Position,Team,Points_y
Patrício (G)WOL,5,450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4.34,0,5,4.0,0.0,14.4,19.2,0.0,0.0,22.2,21.2,11.0,52,10.0,3.4,34,0.8,0.0,0,0.0,0.0,28.0,0.0,0.8,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,,4.78,11.8,5.0,3.8,1.6,1.2,0.6,0.0,0.0,0,7.8,0.6,0.0,0.0,0.6,1.2,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Patrício ,G,8,6.67
Begović (G)EVE,5,450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.3,0,4,1.6,0.0,13.6,13.6,0.0,0.0,21.4,22.8,13.0,57,12.4,4.2,34,5.2,1.8,35,0.0,0.0,33.8,0.0,5.2,0.0,0.2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,,8.0,14.4,8.4,5.4,2.2,0.8,1.4,0.0,0.0,0,9.0,1.0,0.0,0.0,1.0,0.8,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Begović ,G,10,5.67
Ryan (G)BHA,5,450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.93,0,4.5,2.0,0.0,15.2,15.2,0.0,0.0,26.16,28.6,13.6,48,22.0,9.0,41,5.8,1.6,28,0.0,0.0,35.2,0.0,5.8,0.0,0.6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,,10.07,14.2,9.6,5.6,2.0,0.2,2.6,0.0,0.0,0,8.6,0.2,0.0,0.0,0.2,0.2,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ryan ,G,13,7.67
Hart (G)TOT,5,450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.3,0,4.5,5.2,0.6,20.8,26.2,0.0,0.0,44.24,32.4,15.2,47,26.0,10.8,42,11.6,4.2,36,0.0,0.0,45.8,0.0,11.6,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,,12.37,20.8,10.6,7.8,1.6,0.2,3.2,0.0,0.0,0,10.4,1.4,0.0,0.0,1.4,0.2,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hart ,G,5,2.0
Etheridge (G)CAR,5,450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.71,0,4.6,5.4,0.6,17.8,25.6,0.0,0.0,40.36,25.8,9.8,38,23.6,8.2,35,12.4,3.8,31,0.0,0.0,33.8,0.0,12.4,0.0,0.6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.4,,10.14,14.6,11.4,7.0,1.4,0.6,2.0,0.0,0.0,0,8.0,0.8,0.0,0.4,1.2,0.6,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Etheridge ,G,20,1.67
Arrizabalaga (G)CHE,5,450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.76,0,4.5,3.6,0.0,10.8,15.6,0.0,0.02,14.32,25.0,20.8,83,5.0,2.2,44,0.2,0.0,0,0.0,0.0,30.8,0.0,0.2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,,5.27,8.2,4.8,2.4,1.4,0.6,2.0,0.0,0.0,0,4.4,0.2,0.0,0.0,0.2,0.6,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arrizabalaga ,G,3,4.33
Hennessey (G)BUR,5,450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.62,0,4.5,5.2,0.4,15.8,23.6,0.0,0.0,30.08,25.6,13.2,52,18.0,6.6,37,9.2,2.8,30,0.0,0.0,37.0,0.0,9.2,0.0,0.4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.2,,8.75,13.8,8.2,4.4,2.0,0.6,2.6,0.0,0.0,0,9.2,1.0,0.0,0.0,1.0,0.6,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hennessey ,G,15,1.67
Pickford (G)EVE,5,450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.42,0,4.8,2.2,0.0,14.6,14.6,0.0,0.0,20.84,26.8,14.2,53,16.8,5.8,35,9.4,2.6,28,0.0,0.0,37.4,0.0,9.4,0.0,0.8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,,7.98,11.8,7.4,4.8,1.8,1.0,2.2,0.0,0.0,0,8.8,1.4,0.0,0.0,1.4,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pickford ,G,10,7.67
Ederson (G)MCI,5,450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.4,0.0,0.2,0.0,0.0,0,0,0.0,0.01,0.04,4.52,0,6.2,4.4,0.0,11.2,17.8,0.0,4.0,15.24,20.4,18.8,92,2.2,0.8,36,1.4,0.6,43,0.0,0.0,28.2,0.0,1.4,0.0,0.2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,,3.12,6.0,3.0,2.0,0.2,0.4,0.8,0.0,0.0,0,7.2,0.2,0.0,0.0,0.2,0.4,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ederson ,G,1,6.33
de Gea (G)MUN,5,450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.32,0,5,3.2,0.2,14.4,16.8,0.0,0.0,24.0,27.4,15.2,55,17.6,6.2,35,4.4,0.6,14,0.0,0.0,35.2,0.0,4.4,0.0,0.6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.6,,7.37,9.8,5.8,4.6,2.2,0.6,2.0,0.0,0.0,0,8.4,0.4,0.0,0.0,0.4,0.6,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,de Gea ,G,4,2.0
Dubravka (G)NEW,5,450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.69,0,4.4,4.2,0.6,13.4,18.2,0.0,0.0,18.76,27.6,13.2,48,19.8,7.4,37,4.6,1.0,22,0.0,0.0,34.8,0.0,4.6,0.0,0.6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.2,,6.62,15.8,10.0,3.6,2.2,1.2,1.4,0.0,0.0,0,8.6,1.0,0.0,0.0,1.0,1.2,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dubravka ,G,11,2.33
McCarthy (G)SOU,5,450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.0,0,4.3,2.6,0.0,15.0,17.4,0.0,0.0,22.28,22.8,12.2,54,15.6,5.8,37,4.6,1.2,26,0.0,0.0,32.8,0.0,4.6,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.8,,9.03,13.0,8.8,5.2,3.2,1.2,2.4,0.0,0.0,0,8.8,0.8,0.0,0.0,0.8,1.2,0.0,3.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,McCarthy ,G,14,3.33
